2013-05-24 01:11:48 Client 1132 (a) tClient 	 OnReadyRead 	 Получена команда номер 11
2013-05-24 21:49:03 Blocker  tReadWriteMutex 	 lockRead 	 --- Блокировка на чтение. --- Логин: a
2013-05-24 21:49:03 Blocker  tReadWriteMutex 	 unlockRead 	 --- Снятие блокировки на чтение. --- Логин: a
2013-05-24 21:49:03 FileBlocker  tFileBlocker 	 FinishReadFile 	 Таблица файлов разблокирована на чтение логином a
2013-05-24 21:49:03 Blocker  tReadWriteMutex 	 unlockRead 	 --- Снятие блокировки на чтение. --- Логин: a
2013-05-24 21:49:03 FileBlocker  tFileBlocker 	 FinishReadFile 	 Файл objects/msl_fab-100/.msl_fab-100.info/msl_fab-100.files найден в списке и снята блокировка на чтение логином a
2013-05-24 21:49:03 FileBlocker  tFileBlocker 	 SearchBlockFile 	 Файлobjects/msl_fab-100/.msl_fab-100.info/msl_fab-100.files ничем не блокирован и удаляется из таблицы файлов
2013-05-24 21:49:03 FileBlocker  tFileBlocker 	 FinishReadFile 	 ==== Снятие блокировки на чтение ==== objects/msl_fab-100/msl_fab-100.mat
2013-05-24 21:49:03 FileBlocker  tFileBlocker 	 FinishReadFile 	 Таблица файлов заблокирована на чтение логином a
2013-05-24 21:49:03 Blocker  tReadWriteMutex 	 lockRead 	 --- Блокировка на чтение. --- Логин: a
2013-05-24 21:49:03 Blocker  tReadWriteMutex 	 unlockRead 	 --- Снятие блокировки на чтение. --- Логин: a
2013-05-24 21:49:03 FileBlocker  tFileBlocker 	 FinishReadFile 	 Таблица файлов разблокирована на чтение логином a
2013-05-24 21:49:03 Blocker  tReadWriteMutex 	 unlockRead 	 --- Снятие блокировки на чтение. --- Логин: a
2013-05-24 21:49:03 FileBlocker  tFileBlocker 	 FinishReadFile 	 Файл objects/msl_fab-100/msl_fab-100.mat найден в списке и снята блокировка на чтение логином a
2013-05-24 21:49:03 FileBlocker  tFileBlocker 	 SearchBlockFile 	 Файлobjects/msl_fab-100/msl_fab-100.mat ничем не блокирован и удаляется из таблицы файлов
2013-05-24 21:49:03 FileBlocker  tFileBlocker 	 FinishReadFile 	 ==== Снятие блокировки на чтение ==== objects/msl_fab-100/msl_fab-100.mesh
2013-05-24 21:49:03 FileBlocker  tFileBlocker 	 FinishReadFile 	 Таблица файлов заблокирована на чтение логином a
2013-05-24 21:49:03 Blocker  tReadWriteMutex 	 lockRead 	 --- Блокировка на чтение. --- Логин: a
2013-05-24 21:49:03 Blocker  tReadWriteMutex 	 unlockRead 	 --- Снятие блокировки на чтение. --- Логин: a
2013-05-24 21:49:03 FileBlocker  tFileBlocker 	 FinishReadFile 	 Таблица файлов разблокирована на чтение логином a
2013-05-24 21:49:03 Blocker  tReadWriteMutex 	 unlockRead 	 --- Снятие блокировки на чтение. --- Логин: a
2013-05-24 21:49:03 FileBlocker  tFileBlocker 	 FinishReadFile 	 Файл objects/msl_fab-100/msl_fab-100.mesh найден в списке и снята блокировка на чтение логином a
2013-05-24 21:49:03 FileBlocker  tFileBlocker 	 SearchBlockFile 	 Файлobjects/msl_fab-100/msl_fab-100.mesh ничем не блокирован и удаляется из таблицы файлов
2013-05-24 21:49:03 FileBlocker  tFileBlocker 	 FinishReadFile 	 ==== Снятие блокировки на чтение ==== objects/msl_fab-100/msl_fab-100.node
2013-05-24 21:49:03 FileBlocker  tFileBlocker 	 FinishReadFile 	 Таблица файлов заблокирована на чтение логином a
2013-05-24 21:49:03 Blocker  tReadWriteMutex 	 lockRead 	 --- Блокировка на чтение. --- Логин: a
2013-05-24 21:49:03 Blocker  tReadWriteMutex 	 unlockRead 	 --- Снятие блокировки на чтение. --- Логин: a
2013-05-24 21:49:03 FileBlocker  tFileBlocker 	 FinishReadFile 	 Таблица файлов разблокирована на чтение логином a
2013-05-24 21:49:03 Blocker  tReadWriteMutex 	 unlockRead 	 --- Снятие блокировки на чтение. --- Логин: a
2013-05-24 21:49:03 FileBlocker  tFileBlocker 	 FinishReadFile 	 Файл objects/msl_fab-100/msl_fab-100.node найден в списке и снята блокировка на чтение логином a
2013-05-24 21:49:03 FileBlocker  tFileBlocker 	 SearchBlockFile 	 Файлobjects/msl_fab-100/msl_fab-100.node ничем не блокирован и удаляется из таблицы файлов
2013-05-24 21:49:03 FileBlocker  tFileBlocker 	 FinishReadFile 	 ==== Снятие блокировки на чтение ==== objects/msl_fab-100/msl_fab-100.xml
2013-05-24 21:49:03 FileBlocker  tFileBlocker 	 FinishReadFile 	 Таблица файлов заблокирована на чтение логином a
2013-05-24 21:49:03 Blocker  tReadWriteMutex 	 lockRead 	 --- Блокировка на чтение. --- Логин: a
2013-05-24 21:49:03 Blocker  tReadWriteMutex 	 unlockRead 	 --- Снятие блокировки на чтение. --- Логин: a
2013-05-24 21:49:03 FileBlocker  tFileBlocker 	 FinishReadFile 	 Таблица файлов разблокирована на чтение логином a
2013-05-24 21:49:03 Blocker  tReadWriteMutex 	 unlockRead 	 --- Снятие блокировки на чтение. --- Логин: a
2013-05-24 21:49:03 FileBlocker  tFileBlocker 	 FinishReadFile 	 Файл objects/msl_fab-100/msl_fab-100.xml найден в списке и снята блокировка на чтение логином a
2013-05-24 21:49:03 FileBlocker  tFileBlocker 	 SearchBlockFile 	 Файлobjects/msl_fab-100/msl_fab-100.xml ничем не блокирован и удаляется из таблицы файлов
2013-05-24 21:49:03 FileBlocker  tFileBlocker 	 FinishReadFile 	 ==== Снятие блокировки на чтение ==== objects/msl_fab-100/msl_fab-100_d.dds
2013-05-24 21:49:03 FileBlocker  tFileBlocker 	 FinishReadFile 	 Таблица файлов заблокирована на чтение логином a
2013-05-24 21:49:03 Blocker  tReadWriteMutex 	 lockRead 	 --- Блокировка на чтение. --- Логин: a
2013-05-24 21:49:03 Blocker  tReadWriteMutex 	 unlockRead 	 --- Снятие блокировки на чтение. --- Логин: a
2013-05-24 21:49:03 FileBlocker  tFileBlocker 	 FinishReadFile 	 Таблица файлов разблокирована на чтение логином a
2013-05-24 21:49:03 Blocker  tReadWriteMutex 	 unlockRead 	 --- Снятие блокировки на чтение. --- Логин: a
2013-05-24 21:49:03 FileBlocker  tFileBlocker 	 FinishReadFile 	 Файл objects/msl_fab-100/msl_fab-100_d.dds найден в списке и снята блокировка на чтение логином a
2013-05-24 21:49:03 FileBlocker  tFileBlocker 	 SearchBlockFile 	 Файлobjects/msl_fab-100/msl_fab-100_d.dds ничем не блокирован и удаляется из таблицы файлов
2013-05-24 21:49:03 FileBlocker  tFileBlocker 	 FinishReadFile 	 ==== Снятие блокировки на чтение ==== objects/msl_fab-100/msl_fab-100_n.dds
2013-05-24 21:49:03 FileBlocker  tFileBlocker 	 FinishReadFile 	 Таблица файлов заблокирована на чтение логином a
2013-05-24 21:49:03 Blocker  tReadWriteMutex 	 lockRead 	 --- Блокировка на чтение. --- Логин: a
2013-05-24 21:49:03 Blocker  tReadWriteMutex 	 unlockRead 	 --- Снятие блокировки на чтение. --- Логин: a
2013-05-24 21:49:03 FileBlocker  tFileBlocker 	 FinishReadFile 	 Таблица файлов разблокирована на чтение логином a
2013-05-24 21:49:03 Blocker  tReadWriteMutex 	 unlockRead 	 --- Снятие блокировки на чтение. --- Логин: a
2013-05-24 21:49:03 FileBlocker  tFileBlocker 	 FinishReadFile 	 Файл objects/msl_fab-100/msl_fab-100_n.dds найден в списке и снята блокировка на чтение логином a
2013-05-24 21:49:03 FileBlocker  tFileBlocker 	 SearchBlockFile 	 Файлobjects/msl_fab-100/msl_fab-100_n.dds ничем не блокирован и удаляется из таблицы файлов
2013-05-24 21:49:03 (Login: a) tCommitTransaction 	 ExeCommand 	 ЗАВЕРШЕНИЕ ТРАНЗАКЦИИ 
2013-05-24 21:49:06 Client 1132 (a) tClient 	 OnReadyRead 	 Получена команда номер 6
2013-05-24 21:49:06 Blocker  tReadWriteMutex 	 lockRead 	 --- Блокировка на чтение. --- Логин: a
2013-05-24 21:49:06 Blocker  tReadWriteMutex 	 unlockRead 	 --- Снятие блокировки на чтение. --- Логин: a
2013-05-24 21:49:06 (Login: a) tStartTransaction 	 ExeCommand 	 СТАРТ ТРАНЗАКЦИИ НА ЧТЕНИЕ 
2013-05-24 21:49:06 FileBlocker  tFileBlocker 	 StartReadFile 	 ==== Блокировка файла на чтение ==== objects/Il-2/.IL-2_.info/IL-2.info
2013-05-24 21:49:06 Blocker  tReadWriteMutex 	 lockRead 	 --- Блокировка на чтение. --- Логин: a
2013-05-24 21:49:06 FileBlocker  tFileBlocker 	 StartReadFile 	 Таблица файлов заблокирована на чтение логином a
2013-05-24 21:49:06 Blocker  tReadWriteMutex 	 unlockRead 	 --- Снятие блокировки на чтение. --- Логин: a
2013-05-24 21:49:06 FileBlocker  tFileBlocker 	 StartReadFile 	 Таблица файлов разблокирована на чтение логином a
2013-05-24 21:49:06 FileBlocker  tFileBlocker 	 StartReadFile 	 Таблица файлов заблокирована на запись логином a
2013-05-24 21:49:06 Blocker  tReadWriteMutex 	 lockWrite 	 --- Блокировка на запись. --- Логин: a
2013-05-24 21:49:06 FileBlocker  tFileBlocker 	 StartReadFile 	 Файл objects/Il-2/.IL-2_.info/IL-2.info добавление в список и блокировка на чтение логином a
2013-05-24 21:49:06 Blocker  tReadWriteMutex 	 lockRead 	 --- Блокировка на чтение. --- Логин: a
2013-05-24 21:49:06 Blocker  tReadWriteMutex 	 unlockWrite 	 --- Снятие блокировки на запись. ---
2013-05-24 21:49:06 FileBlocker  tFileBlocker 	 StartReadFile 	 Таблица файлов разблокирована на запись логином a
2013-05-24 21:49:06 FileBlocker  tFileBlocker 	 StartReadFile 	 ==== Блокировка файла на чтение ==== objects/Il-2/.IL-2_.info/Lighthouse.jpg
2013-05-24 21:49:06 Blocker  tReadWriteMutex 	 lockRead 	 --- Блокировка на чтение. --- Логин: a
2013-05-24 21:49:06 FileBlocker  tFileBlocker 	 StartReadFile 	 Таблица файлов заблокирована на чтение логином a
2013-05-24 21:49:06 Blocker  tReadWriteMutex 	 unlockRead 	 --- Снятие блокировки на чтение. --- Логин: a
2013-05-24 21:49:06 FileBlocker  tFileBlocker 	 StartReadFile 	 Таблица файлов разблокирована на чтение логином a
2013-05-24 21:49:06 FileBlocker  tFileBlocker 	 StartReadFile 	 Таблица файлов заблокирована на запись логином a
2013-05-24 21:49:06 Blocker  tReadWriteMutex 	 lockWrite 	 --- Блокировка на запись. --- Логин: a
2013-05-24 21:49:06 FileBlocker  tFileBlocker 	 StartReadFile 	 Файл objects/Il-2/.IL-2_.info/Lighthouse.jpg добавление в список и блокировка на чтение логином a
2013-05-24 21:49:06 Blocker  tReadWriteMutex 	 lockRead 	 --- Блокировка на чтение. --- Логин: a
2013-05-24 21:49:06 Blocker  tReadWriteMutex 	 unlockWrite 	 --- Снятие блокировки на запись. ---
2013-05-24 21:49:06 FileBlocker  tFileBlocker 	 StartReadFile 	 Таблица файлов разблокирована на запись логином a
2013-05-24 21:49:06 FileBlocker  tFileBlocker 	 StartReadFile 	 ==== Блокировка файла на чтение ==== objects/Il-2/.IL-2_.info/IL-2.files
2013-05-24 21:49:06 Blocker  tReadWriteMutex 	 lockRead 	 --- Блокировка на чтение. --- Логин: a
2013-05-24 21:49:06 FileBlocker  tFileBlocker 	 StartReadFile 	 Таблица файлов заблокирована на чтение логином a
2013-05-24 21:49:06 Blocker  tReadWriteMutex 	 unlockRead 	 --- Снятие блокировки на чтение. --- Логин: a
2013-05-24 21:49:06 FileBlocker  tFileBlocker 	 StartReadFile 	 Таблица файлов разблокирована на чтение логином a
2013-05-24 21:49:06 FileBlocker  tFileBlocker 	 StartReadFile 	 Таблица файлов заблокирована на запись логином a
2013-05-24 21:49:06 Blocker  tReadWriteMutex 	 lockWrite 	 --- Блокировка на запись. --- Логин: a
2013-05-24 21:49:06 FileBlocker  tFileBlocker 	 StartReadFile 	 Файл objects/Il-2/.IL-2_.info/IL-2.files добавление в список и блокировка на чтение логином a
