2013-05-24 00:34:16 MainForm 	 OnListFiles 	 Запрос с главной формы GetListModels через RunGui
2013-05-24 18:01:10 tDatabaseOp 	PrepareUpdateLastSynch	Обновление Last таблиц по локальным таблицам  
2013-05-24 18:01:10 tDatabaseOp 	UpdateLastSynchMark	Обновление Last таблиц по локальным таблицам  
2013-05-24 18:01:10 tDatabaseOp 	UpdateLastSynchMark	Обновление Last таблиц по локальным таблицам  
2013-05-24 18:01:10 tDatabaseOp 	UpdateLastSynchMark	Обновление Last таблиц по локальным таблицам  
2013-05-24 18:01:10 tDatabaseOp 	UpdateLastSynchMark	Обновление Last таблиц по локальным таблицам  
2013-05-24 18:01:10 tDatabaseOp 	UpdateLastSynchMark	Обновление Last таблиц по локальным таблицам  
2013-05-24 18:01:10 tDatabaseOp 	UpdateLastSynchMark	Обновление Last таблиц по локальным таблицам  
2013-05-24 18:01:10 tConveyor 	NextCommand	Следующая команда списка команд
2013-05-24 18:01:10 tConveyor 	OnCommand	Выполнение команды из GUI UpdateMainLocal
2013-05-24 18:01:10 tClientGuiCommand 	UpdateMainLocal	 Обновление локальных и Last таблиц 
2013-05-24 18:01:10 tDatabaseOp 	RefreshModelsFiles	Обновление локальных таблиц по файлам на диске  
2013-05-24 18:01:12 tConveyor 	NextCommand	Конец списка команд 
2013-05-24 18:01:12 tConveyor 	ClearTempFolder	Очистка временной папки
2013-05-24 18:01:12 tConveyor 	ClearTempFolder	Очистка временной папки
2013-05-24 18:01:12 tConveyor 	Clear	Сброс списка команд транзакции
2013-05-24 18:01:12 tModelsConveyor 	StartReceiveDeleteFiles	Формирование списка команд транзакции приема и удаления файлов на клиенте
2013-05-24 18:01:12 tConveyor 	ClearTempFolder	Очистка временной папки
2013-05-24 18:01:12 tConveyor 	ReceiveFile	Подготовка команды получения файла objects/vhc_t-34/.t-34.info/t-34.info
2013-05-24 18:01:12 tConveyor 	ReceiveFile	Подготовка команды получения файла objects/vhc_t-34/.t-34.info/Chrysanthemum.jpg
2013-05-24 18:01:12 tConveyor 	ReceiveFile	Подготовка команды получения файла objects/vhc_t-34/.t-34.info/Lighthouse.jpg
2013-05-24 18:01:12 tConveyor 	ReceiveFile	Подготовка команды получения файла objects/vhc_t-34/.t-34.info/t-34.files
2013-05-24 18:01:12 tConveyor 	ReceiveFile	Подготовка команды получения файла objects/vhc_t-34/mask.dds
2013-05-24 18:01:12 tConveyor 	ReceiveFile	Подготовка команды получения файла objects/vhc_t-34/t-90_d.dds
2013-05-24 18:01:12 tConveyor 	ReceiveFile	Подготовка команды получения файла objects/vhc_t-34/t-90_n.dds
2013-05-24 18:01:12 tConveyor 	ReceiveFile	Подготовка команды получения файла objects/vhc_t-34/t-90_s.dds
2013-05-24 18:01:12 tConveyor 	ReceiveFile	Подготовка команды получения файла objects/vhc_t-34/.t-34.info/Lighthouse - копия - копия.jpg
2013-05-24 18:01:13 tConveyor 	AddStartTransaction	Добавление команды начала транзакции (получение) 
2013-05-24 18:01:13 tConveyor 	AddReceiveCommand	Добавление команды получения файлов PrepareReceiveFile Файл objects/vhc_t-34/.t-34.info/t-34.info
2013-05-24 18:01:13 tConveyor 	AddReceiveCommand	Добавление команды получения файлов PrepareReceiveFile Файл objects/vhc_t-34/.t-34.info/Chrysanthemum.jpg
2013-05-24 18:01:13 tConveyor 	AddReceiveCommand	Добавление команды получения файлов PrepareReceiveFile Файл objects/vhc_t-34/.t-34.info/Lighthouse.jpg
2013-05-24 18:01:13 tConveyor 	AddReceiveCommand	Добавление команды получения файлов PrepareReceiveFile Файл objects/vhc_t-34/.t-34.info/t-34.files
2013-05-24 18:01:13 tConveyor 	AddReceiveCommand	Добавление команды получения файлов PrepareReceiveFile Файл objects/vhc_t-34/mask.dds
2013-05-24 18:01:13 tConveyor 	AddReceiveCommand	Добавление команды получения файлов PrepareReceiveFile Файл objects/vhc_t-34/t-90_d.dds
2013-05-24 18:01:13 tConveyor 	AddReceiveCommand	Добавление команды получения файлов PrepareReceiveFile Файл objects/vhc_t-34/t-90_n.dds
2013-05-24 18:01:13 tConveyor 	AddReceiveCommand	Добавление команды получения файлов PrepareReceiveFile Файл objects/vhc_t-34/t-90_s.dds
2013-05-24 18:01:13 tConveyor 	AddReceiveCommand	Добавление команды получения файлов PrepareReceiveFile Файл objects/vhc_t-34/.t-34.info/Lighthouse - копия - копия.jpg
2013-05-24 18:01:13 tConveyor 	AddCommitTransaction	Формирование команды коммита транзакции отправки CommitTransaction
2013-05-24 18:01:13 tConveyor 	AddCommitTransaction	Формирование команды коммита транзакции получения VerifyMoveDelete
2013-05-24 18:01:13 tConveyor 	AddCommitTransaction	Команда обновления локальных таблиц UpdateMainLocal
2013-05-24 18:01:13 tConveyor 	StartExecution	Начало выполнения списка команд 
2013-05-24 18:01:13 tConveyor 	NextCommand	Следующая команда списка команд
2013-05-24 18:01:13 tConveyor 	OnCommand	Выполнение команды из GUI StartTransaction
2013-05-24 18:01:13 tClientGuiCommand 	GuiStartTransaction	НАЧАЛО ТРАНЗАКЦИИ 
2013-05-24 18:01:13 socket 	OnCommand	Получена команда StartTransaction
2013-05-24 18:01:13 tStreamStartTransactionn 	ExeCommand	 Передача команды начала транзакции 
2013-05-24 18:01:13 socket 	ReadReport	Report: 6
2013-05-24 18:01:13 tStreamReportStartTransaction 	ExeCommand	 Транзакция начата успешно 
2013-05-24 18:01:13 tConveyor 	OnCommand	Выполнение команды из сокета ReportStartTransaction
2013-05-24 18:01:13 tClientGuiCommand 	GuiReportStartTransaction	Отчет о начале транзакции 
2013-05-24 18:01:13 tConveyor 	NextCommand	Следующая команда списка команд
2013-05-24 18:01:13 tConveyor 	OnCommand	Выполнение команды из GUI PrepareReceiveFile
2013-05-24 18:01:13 tClientGuiCommand 	GuiPrepareReceiveFile	Подготовка к приему файла objects/vhc_t-34/.t-34.info/t-34.info
2013-05-24 18:01:13 socket 	OnCommand	Получена команда PrepareReceiveFile
2013-05-24 18:01:13 tPrepareReceiveFile 	ExeCommand	 Отправление команды приема файла на сервер 
2013-05-24 18:01:13 socket 	ReadReport	Report: 1
2013-05-24 18:01:13 tStreamReceiveFile 	ExeCommand	 Прием файла objects/vhc_t-34/.t-34.info/t-34.info завершен
2013-05-24 18:01:13 tConveyor 	OnCommand	Выполнение команды из сокета ReceiveReport
2013-05-24 18:01:13 tClientGuiCommand 	GuiReportReceiveFile	Отчет о приеме файла D:/Temp1/objects/vhc_t-34/.t-34.info/t-34.info
2013-05-24 18:01:13 tConveyor 	NextCommand	Следующая команда списка команд
2013-05-24 18:01:13 tConveyor 	OnCommand	Выполнение команды из GUI PrepareReceiveFile
2013-05-24 18:01:13 tClientGuiCommand 	GuiPrepareReceiveFile	Подготовка к приему файла objects/vhc_t-34/.t-34.info/Chrysanthemum.jpg
2013-05-24 18:01:13 socket 	OnCommand	Получена команда PrepareReceiveFile
2013-05-24 18:01:13 tPrepareReceiveFile 	ExeCommand	 Отправление команды приема файла на сервер 
2013-05-24 18:01:13 socket 	ReadReport	Report: 1
2013-05-24 18:01:13 tStreamReceiveFile 	ExeCommand	 Прием файла objects/vhc_t-34/.t-34.info/Chrysanthemum.jpg завершен
2013-05-24 18:01:13 tConveyor 	OnCommand	Выполнение команды из сокета ReceiveReport
2013-05-24 18:01:13 tClientGuiCommand 	GuiReportReceiveFile	Отчет о приеме файла D:/Temp1/objects/vhc_t-34/.t-34.info/Chrysanthemum.jpg
2013-05-24 18:01:13 tConveyor 	NextCommand	Следующая команда списка команд
2013-05-24 18:01:13 tConveyor 	OnCommand	Выполнение команды из GUI PrepareReceiveFile
2013-05-24 18:01:13 tClientGuiCommand 	GuiPrepareReceiveFile	Подготовка к приему файла objects/vhc_t-34/.t-34.info/Lighthouse.jpg
2013-05-24 18:01:13 socket 	OnCommand	Получена команда PrepareReceiveFile
2013-05-24 18:01:13 tPrepareReceiveFile 	ExeCommand	 Отправление команды приема файла на сервер 
2013-05-24 18:01:13 socket 	ReadReport	Report: 1
2013-05-24 18:01:13 tStreamReceiveFile 	ExeCommand	 Прием файла objects/vhc_t-34/.t-34.info/Lighthouse.jpg завершен
2013-05-24 18:01:13 tConveyor 	OnCommand	Выполнение команды из сокета ReceiveReport
2013-05-24 18:01:13 tClientGuiCommand 	GuiReportReceiveFile	Отчет о приеме файла D:/Temp1/objects/vhc_t-34/.t-34.info/Lighthouse.jpg
2013-05-24 18:01:13 tConveyor 	NextCommand	Следующая команда списка команд
2013-05-24 18:01:13 tConveyor 	OnCommand	Выполнение команды из GUI PrepareReceiveFile
2013-05-24 18:01:13 tClientGuiCommand 	GuiPrepareReceiveFile	Подготовка к приему файла objects/vhc_t-34/.t-34.info/t-34.files
2013-05-24 18:01:13 socket 	OnCommand	Получена команда PrepareReceiveFile
2013-05-24 18:01:13 tPrepareReceiveFile 	ExeCommand	 Отправление команды приема файла на сервер 
2013-05-24 18:01:13 socket 	ReadReport	Report: 1
2013-05-24 18:01:13 tStreamReceiveFile 	ExeCommand	 Прием файла objects/vhc_t-34/.t-34.info/t-34.files завершен
2013-05-24 18:01:13 tConveyor 	OnCommand	Выполнение команды из сокета ReceiveReport
2013-05-24 18:01:13 tClientGuiCommand 	GuiReportReceiveFile	Отчет о приеме файла D:/Temp1/objects/vhc_t-34/.t-34.info/t-34.files
2013-05-24 18:01:13 tConveyor 	NextCommand	Следующая команда списка команд
2013-05-24 18:01:13 tConveyor 	OnCommand	Выполнение команды из GUI PrepareReceiveFile
2013-05-24 18:01:13 tClientGuiCommand 	GuiPrepareReceiveFile	Подготовка к приему файла objects/vhc_t-34/mask.dds
2013-05-24 18:01:13 socket 	OnCommand	Получена команда PrepareReceiveFile
2013-05-24 18:01:13 tPrepareReceiveFile 	ExeCommand	 Отправление команды приема файла на сервер 
2013-05-24 18:01:13 socket 	ReadReport	Report: 1
2013-05-24 18:01:13 tStreamReceiveFile 	ExeCommand	 Прием файла objects/vhc_t-34/mask.dds завершен
2013-05-24 18:01:13 tConveyor 	OnCommand	Выполнение команды из сокета ReceiveReport
2013-05-24 18:01:13 tClientGuiCommand 	GuiReportReceiveFile	Отчет о приеме файла D:/Temp1/objects/vhc_t-34/mask.dds
2013-05-24 18:01:13 tConveyor 	NextCommand	Следующая команда списка команд
2013-05-24 18:01:13 tConveyor 	OnCommand	Выполнение команды из GUI PrepareReceiveFile
2013-05-24 18:01:13 tClientGuiCommand 	GuiPrepareReceiveFile	Подготовка к приему файла objects/vhc_t-34/t-90_d.dds
2013-05-24 18:01:13 socket 	OnCommand	Получена команда PrepareReceiveFile
2013-05-24 18:01:13 tPrepareReceiveFile 	ExeCommand	 Отправление команды приема файла на сервер 
2013-05-24 18:01:13 socket 	ReadReport	Report: 1
2013-05-24 18:01:13 tStreamReceiveFile 	ExeCommand	 Прием файла objects/vhc_t-34/t-90_d.dds завершен
2013-05-24 18:01:13 tConveyor 	OnCommand	Выполнение команды из сокета ReceiveReport
2013-05-24 18:01:13 tClientGuiCommand 	GuiReportReceiveFile	Отчет о приеме файла D:/Temp1/objects/vhc_t-34/t-90_d.dds
2013-05-24 18:01:13 tConveyor 	NextCommand	Следующая команда списка команд
2013-05-24 18:01:13 tConveyor 	OnCommand	Выполнение команды из GUI PrepareReceiveFile
2013-05-24 18:01:13 tClientGuiCommand 	GuiPrepareReceiveFile	Подготовка к приему файла objects/vhc_t-34/t-90_n.dds
2013-05-24 18:01:13 socket 	OnCommand	Получена команда PrepareReceiveFile
